Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
59465,"TOTAL CARE HOME HEALTH CARE, INC",178 S VICTORY BLVD STE 207,BURBANK,CA,91502,"1,153",585,17.8,13.8,3.2,0.1,0,0.6,0.1,"2,735,812","4,208,581","3,288,222",8.8,13,"6,714",73,218,367,56,529,283,98,55,100,0,49,2.07,0.07863,0.38632,0.46496,0.07009,0.46154,0.41368,0.47009,0.48205,0.56752,,,0.72821,0.26838,,0.13675,0.06667
59466,SAN LORENZO HOME HEALTH,4021 N FRESNO STREET #105,FRESNO,CA,93726,250,199,12,5.5,5.7,0.6,0.1,0,0.1,"697,236","772,587","705,284",0,24,"13,311",76,91,108,99,100,112,12,18,55,,,2.17,0.1005,0.38693,0.32161,0.09045,0.43216,0.51256,0.26131,0.33668,0.52764,0.60302,,0.52261,0.12563,0.58291,0.11055,0.13065
59467,"STEWARD HOME HEALTH AGENCY, INC.","16446 WOODRUFF AVE, SUITE B",BELLFLOWER,CA,90706,309,252,15.1,7.2,7.6,0.1,0,0.1,0,"873,468","1,268,195","1,054,782",5.7,,,71,128,124,41,211,135,34,36,45,,,2.34,0.05159,0.57937,0.44444,0.03968,0.38889,0.58333,0.4127,0.55159,0.59921,0.56349,,0.58333,0.21032,0.70238,0.50794,0.0754
59468,"VIGILANS HOME HEALTH SERVICES, INC",101 E REDLANDS BLVD SUITE 220,REDLANDS,CA,92373,104,66,15.3,9,5,0.4,0,0.9,0.1,"346,979","323,700","286,843",0.1,,,78,31,35,31,35,37,,13,,0,,2.62,0.12121,0.56061,0.37879,0.10606,0.5303,0.65152,0.37879,0.39394,0.62121,0.59091,,0.63636,0.10606,0.62121,0.25758,0.27273
59469,APPLE HEALTHCARE INC,9613 ARROW ROUTE BLDG 3 SUITE K,RANCHO CUCAMONGA,CA,91730,438,129,17.9,12.4,4,0.4,0.1,0.8,0.3,"1,079,249","1,463,166","1,210,812",5.8,,,69,67,62,41,88,64,17,,37,0,,2.3,0.12403,0.37209,0.4186,0.05426,0.51163,0.5814,0.42636,0.6124,0.57364,,,0.44186,0.14729,0.66667,0.4186,0.08527
59470,"NOVA CARE HOME HEALTH SERVICES, INC","191 SAND CREEK ROAD, SUITE 202 M & N",BRENTWOOD,CA,94513,214,178,14.7,7.2,4.9,1.1,0.4,0.9,0.2,"405,417","839,034","610,676",0.7,21,"13,430",74,87,91,69,109,77,24,35,35,,,2.46,0.21348,0.29213,0.44382,0.14045,0.49438,0.64607,0.3764,0.37079,0.50562,0.65169,,0.53371,0.16292,0.39326,0.08427,0.1573
59471,BLOSSOM RIDGE HOME HEALTH AGENCY,"520 9TH STREET, SUITE 240",SACRAMENTO,CA,95817,"1,221",960,16.6,8,4.8,2.1,0.3,1,0.3,"4,428,365","5,096,547","3,737,676",0.3,126,"70,421",76,391,569,553,407,644,102,85,112,,,2.3,0.18646,0.31146,0.36458,0.12813,0.41146,0.55,0.31563,0.325,0.48021,0.60104,,0.45938,0.13438,0.56042,0.09271,0.11979
59474,"HEALTHY LIVING AT HOME-SAN DIEGO, LLC","9444 WAPLES STREET, SUITE 450",SAN DIEGO,CA,92121,"3,417","2,494",16.8,7.3,6.3,2.2,0.2,0.7,0.2,"14,164,950","12,447,433","11,148,913",1,470,"225,945",79,"1,008","1,486","1,868",626,"1,865",77,66,452,,,2.07,0.19527,0.38332,0.27025,0.1255,0.40176,0.47273,0.25461,0.415,0.4182,0.63753,,0.50281,0.18805,0.61708,0.0822,0.14074
59475,"ST. PATRICK HOME HEALTH PROVIDERS, INC","25 N 14TH STREET, SUITE 660",SAN JOSE,CA,95112,270,229,21.2,11.3,5.5,3.7,0.1,0.6,0.1,"748,924","1,462,614","898,855",2.8,16,"13,798",78,89,140,88,141,84,,78,58,0,,2.79,0.18341,0.34934,0.29694,0.08297,0.46288,0.59389,0.24891,0.27074,0.59825,,,0.51092,0.13537,0.47598,0.06987,0.1179
59476,ADVANTAGE HEALTH SYSTEMS,"1525 THIRD STREET, SUITE A101",RIVERSIDE,CA,92507,170,121,13.6,8.6,4.4,0.3,0.1,0.1,0,"509,808","516,843","463,579",0.1,17,"7,893",76,43,78,62,59,77,,,27,,,2.32,0.19008,0.40496,0.28926,0.1157,0.55372,0.4876,0.28926,0.41322,0.41322,0.56198,,0.40496,0.1157,0.52893,0.17355,0.16529
59477,CROWN HOME HEALTH CORPORATION,"1411 RIMPAU AVENUE, SUITE #204",CORONA,CA,92879,198,102,14.3,9.2,4.8,0.1,0,0.2,0,"395,315","661,658","577,615",0,,,72,46,56,12,90,32,,,51,,,1.71,0.04902,0.27451,0.2549,0.04902,0.29412,0.56863,0.2451,0.42157,0.68627,0.73529,,0.4902,0.07843,,0.08824,0.09804
59478,ALL IN ONE HOME HEALTH AGENCY INC,435 ORANGE SHOW LN SUITE 202,SAN BERNARDINO,CA,92408,159,92,14.5,12.1,2,0.1,0,0.4,0,"361,233","410,056","366,651",0.1,,,73,34,58,23,69,31,21,,30,,,2.97,0.08696,0.3587,0.41304,0.04348,0.55435,0.53261,0.36957,0.36957,0.57609,0.54348,,0.47826,0.06522,0.47826,0.16304,0.13043
59480,HEALTHPEAK HOME HEALTH INC,1486 S IMPERIAL AVENUE,EL CENTRO,CA,92243,497,292,14,10.5,1.5,0,0,1.9,0.1,"1,117,180","1,049,013","1,213,251",0,,,75,139,153,64,228,41,,,238,,,2.69,0.14726,0.34247,0.28082,0.10274,0.46233,0.59589,0.25342,0.38699,0.68493,0.72945,,0.58562,0.13014,0.58562,0.05822,0.18493
59481,"GOLDEN STATE HOME HEALTH, LLC","7700 EDGEWATER DRIVE, SUITE 800",OAKLAND,CA,94621,150,125,15,5.1,6.1,3.2,0,0.5,0.1,"672,362","726,390","463,988",0,,,80,52,73,65,60,56,12,38,16,,,2.02,0.16,0.448,0.28,0.088,0.32,0.48,0.216,0.352,0.408,0.608,,0.448,0.264,0.528,0.08,0.144
59482,ONORIA HEALTH CARE PROVIDER INC HOME HEALTH AND HO,5050 PALO VERDE STREET SUITE 119,MONTCLAIR,CA,91763,623,400,18.5,13.5,3.5,0.5,0,0.8,0.1,"1,730,706","2,249,331","1,799,598",6.9,31,"14,414",75,153,247,153,247,149,18,39,187,,,3.26,0.155,0.2825,0.2925,0.1225,0.41,0.6125,0.2825,0.2575,0.635,0.65,,0.5625,0.1325,0.6025,0.05,0.105
59483,SACRED HEART HEALTH CARE PROVIDERS INC,758 N 2ND STREET,EL CAJON,CA,92021,304,148,21.4,14.6,4.8,1.5,0.1,0.2,0.2,"906,445","1,167,451","942,490",7.7,,,72,68,80,69,79,87,12,11,32,,,3.07,0.18919,0.42568,0.40541,0.06757,0.39865,0.49324,0.38514,0.50676,0.52027,0.60135,,0.46622,0.11486,0.5,0.25,0.09459
59484,"PARAGON HOME HEALTH CARE & HOSPICE, INC.","920 HILLVIEW COURT, SUITE 170 B",MILPITAS,CA,95035,52,40,12,6.8,3,1.4,0.1,0.5,0.2,"100,611","208,203","132,227",0,,,81,,,19,21,21,,,,0,,1.95,0.15,0.3,0.25,0.1,0.475,0.475,0.175,0.3,0.575,,,0.45,0.175,0.475,0.05,0.15
59485,"PROMED CARE HOME HEALTH, INC.","6260 LAUREL CANYON BOULEVARD, SUITE 203",N HOLLYWOOD,CA,91606,339,105,15.2,12.9,2,0,0,0.3,0,"700,613","1,053,560","822,493",7,,,74,36,69,,,87,0,,,,,1.91,0.08571,0.38095,0.46667,0.06667,0.62857,0.55238,0.24762,0.46667,0.73333,,,,0.38095,,0.04762,0.15238
59486,"POMONA VALLEY HOME CARE, INC",1109 VIA VERDE,SAN DIMAS,CA,91773,265,171,16.3,11.2,4,0.5,0,0.6,0.1,"503,755","910,569","743,209",6.1,14,"5,495",76,62,109,59,112,78,14,14,61,,,2.78,0.12865,0.33333,0.29825,0.08772,0.49123,0.60819,0.30409,0.26316,0.61404,0.66082,,0.63158,0.15789,0.59649,0.03509,0.09357
59487,"GET WELL HOME HEALTH, INC","4502 DYER ST, SUITE 105",LA CRESCENTA,CA,91214,52,19,23.2,12.9,2.1,0,0,8.2,0,"213,406","154,199","125,253",3.3,0,,79,,,,,12,0,,0,0,,1.55,0.05263,0.47368,0.15789,0.05263,0.26316,0.21053,0.15789,0.36842,0.26316,0.73684,,0.57895,0.15789,0.73684,0,0
59488,"MID VALLEY HOME HEALTH CARE, INC.","7220 WOODMAN AVENUE, SUITE 206",VAN NUYS,CA,91405,203,80,26.9,17.9,4,0.1,0.3,4.6,0,"843,172","839,581","649,748",8,,,80,31,49,51,29,63,,,,,,2.31,0.2,0.575,0.3875,0.175,0.475,0.5375,0.375,0.45,0.4375,0.7,,,0.275,,0.1,0.1625
59489,"ECLIPSE HOME HEALTH CARE, INC","13758 VICTORY BLVD, STE 206",VAN NUYS,CA,91401,295,162,16.1,10.5,5.1,0.2,0,0.3,0,"630,223","1,041,486","856,086",4,,,72,70,92,,,88,,,42,0,29,1.73,0.08025,0.25309,0.2963,0.11111,0.3642,0.38272,0.2037,0.57407,0.49383,,,0.65432,0.2284,,0.03704,0.02469
59490,NEW LIFE HOME HEALTH SERVICES,"17111 BEACH BLVD, SUITE 210",HUNTINGTON BEACH,CA,92647,108,84,17.2,11.5,5.3,0.2,0.1,0.1,0.1,"407,410","368,746","313,894",3.5,,,74,47,37,36,48,41,,24,16,0,,2.79,0.17857,0.33333,0.33333,0.16667,0.38095,0.60714,0.28571,0.34524,0.57143,0.65476,,0.54762,0.15476,0.4881,0.05952,0.17857
59492,"MEDICS CHOICE HOME HEALTH, INC.",1649A S MAIN STREET,MILPITAS,CA,95035,982,669,14,7.7,4,1.5,0,0.6,0.1,"1,867,929","4,109,967","2,614,047",0.6,70,"46,448",72,321,348,199,470,301,116,108,125,,,1.94,0.0867,0.38117,0.26756,0.06129,0.2571,0.38416,0.24215,0.40508,0.45441,0.61584,,0.35127,0.12706,0.42451,0.3139,0.08819
59493,"EMERALD TRIUNE HOME HEALTH SERVICES, INC",330 W FELICITA AVENUE,ESCONDIDO,CA,92025,537,361,16,8.3,5.4,1.8,0.1,0.2,0.1,"1,430,552","1,933,421","1,692,791",0,41,"18,713",77,140,221,245,116,269,17,24,41,,,2.35,0.1856,0.43213,0.28255,0.12465,0.43767,0.48476,0.28532,0.46814,0.44598,0.65097,,0.50139,0.14404,0.61219,0.14958,0.1108
59494,"ADVANCE SPECIALTY CARE, LLC",3470 WILSHIRE BOULEVARD #600,LOS ANGELES,CA,90010,83,66,15,10.4,4.1,0.1,0,0.2,0.2,"201,981","282,377","234,549",4.8,16,"6,914",70,35,31,17,49,28,,,19,,,2.13,0.10606,0.31818,0.33333,0.06061,0.39394,0.56061,0.30303,0.5,0.60606,0.72727,,0.5,0.16667,0.54545,0.34848,0.06061
59496,"CAREONE HOME HEALTH - BAY AREA, INC","2178 RHEEM DRIVE, SUITE C",PLEASANTON,CA,94588,77,68,15.2,7.2,4.7,2.1,0.3,0.6,0.4,"256,891","363,955","234,590",0,,,78,29,39,45,23,50,,,,0,,1.74,0.13235,0.36765,0.27941,0.11765,0.32353,0.41176,0.20588,0.33824,0.48529,0.57353,,0.45588,0.19118,0.38235,0.08824,0.07353
59497,"CRYSTALCARE HOME HEALTH, INC",442 WEST BROADWAY,GLENDALE,CA,91203,67,45,17.7,10.6,6.5,0,0,0.7,0,"156,131","244,518","205,896",0,0,,77,12,33,0,45,38,,,,0,,1.6,0.06667,0.48889,0.28889,0.04444,0.4,0.42222,0.28889,0.62222,0.6,,,,0.33333,,0.06667,0.08889
59498,"PIONEER HOME HEALTH SERVICES, INC","20110 PIONEER BLVD, UNIT C",CERRITOS,CA,90703,197,142,18.7,10.8,7.7,0,0,0.2,0,"519,372","813,839","663,455",3,,,75,57,85,,,73,0,,64,0,,1.52,0.0493,0.37324,0.30986,0.04225,0.35211,0.56338,0.30282,0.46479,0.59155,,,,0.30986,,0.0493,0.0493
59499,"DIAMOND HOME HEALTH SERVICES, INC",1200 SOUTH DIAMOND BAR BLVD SUITE 213,DIAMOND BAR,CA,91765,265,117,13.7,9.3,3.8,0,0,0.5,0,"500,433","898,681","735,322",3.1,,,77,44,73,17,100,14,,82,16,0,,2.49,0.16239,0.42735,0.51282,0.10256,0.4188,0.50427,0.54701,0.25641,0.5812,0.64103,,0.59829,0.29915,0.67521,0.11966,0.15385
59500,NATIONAL HEALTHCARE,2313 WEST ALPINE AVENUE SUITE 2,STOCKTON,CA,95204,309,209,17.8,11.7,5.7,0,0,0.5,0,"1,212,958","1,226,449","979,227",4.9,,,75,86,123,,,168,,13,,0,20,1.59,0.04306,0.42584,0.39234,0.0622,0.33971,0.42105,0.35407,0.57895,0.54545,,,,0.41627,,0.04785,0.08612
317050,"BAYADA HOME HEALTH CARE, INC",299 GRAND STREET,JERSEY CITY,NJ,07302,616,486,15.1,5.2,5.7,2.4,0.4,1,0.4,"1,666,599","2,471,559","2,045,060",0,89,"45,014",77,158,328,236,250,163,138,35,136,0,14,2.96,0.18107,0.42798,0.4177,0.12757,0.55144,0.59053,0.38066,0.28601,0.68313,0.73251,,0.65432,0.10905,0.60905,0.0679,0.22016
59501,"CALICARE HOME HEALTH SERVICES, INC",457 WEST COLORADO ST SUITE 203,GLENDALE,CA,91204,595,317,17,11.3,4.7,0.2,0,0.8,0,"1,338,526","2,136,594","1,723,000",5.7,,,75,125,192,53,264,263,,13,,,29,1.68,0.09148,0.3123,0.33438,0.07256,0.36278,0.40694,0.25868,0.55836,0.53312,,,0.65931,0.44479,,0.0347,0.04732
59503,ELITE HOME CARE,"500 NORTH CENTRAL AVE, SUITE 935",GLENDALE,CA,91203,551,416,11.4,8.4,2.6,0.2,0,0,0.1,"951,414","1,755,711","1,478,155",0.1,,,80,166,250,34,382,18,,368,21,0,,2.11,0.10337,0.41587,0.46635,0.1274,0.42548,0.44471,0.50481,0.20673,0.56731,0.70673,,,0.44952,0.56971,0.04567,0.09615
59504,"AID HOME HEALTH CARE, INC","1007 SOUTH CENTRAL AVE, SUITE 208",GLENDALE,CA,91204,250,141,17.1,11.7,3.7,0.6,0.1,0.9,0.1,"571,803","892,214","709,036",5.5,13,"5,342",75,57,84,16,125,90,,,34,0,,1.86,0.08511,0.19858,0.43262,0.12057,0.43262,0.56738,0.39716,0.56028,0.61702,,,0.68085,0.20567,0.70213,0.08511,0.04255
59505,"NOBLE HOME HEALTH, INC","2609 WEST WYOMING AVE, SUITE B",BURBANK,CA,91505,488,334,15.3,12.2,2.7,0,0,0.4,0,"1,008,805","1,609,695","1,309,119",5.5,0,,75,160,174,29,305,28,0,0,305,,,1.46,0.06587,0.13772,0.1497,0.03892,0.22754,0.61976,0.12874,0.26946,0.68563,,,0.73653,0.17665,,0.01796,0.02096
59506,PREMIER HOME HEALTH CARE & HOSPICE INC,"2150 RIVER PLAZA DRIVE, SUITE 320B",SACRAMENTO,CA,95833,578,424,17.8,8.2,5.9,1.3,0.1,2,0.3,"1,549,023","2,604,293","1,774,454",0.2,50,"31,490",75,182,242,208,216,262,55,55,44,,,2.61,0.21226,0.33255,0.36557,0.0967,0.45991,0.57783,0.33726,0.34198,0.48821,0.58962,,0.46698,0.15566,0.47642,0.07075,0.14623
59507,"BAYHEALTH, INC","30 UNION AVENUE, SUITE 126",CAMPBELL,CA,95008,210,172,15.8,8.1,4.5,1.9,0.1,0.8,0.5,"845,401","948,097","589,342",2,36,"27,306",78,79,93,114,58,98,,36,20,,11,2.47,0.25,0.3314,0.21512,0.12791,0.4186,0.57558,0.19767,0.2907,0.44767,0.61047,,0.48256,0.15698,0.38953,0.04651,0.15698
59508,QUALITY CLINICIANS CARE HOME HEALTH SERVICES LLC,"4699 OLD IRONSIDES DRIVE, SUITE 400",SANTA CLARA,CA,95054,385,352,13.4,7,4.6,1.5,0.1,0.1,0.2,"1,169,428","1,635,042","1,051,483",0.3,44,"33,049",77,130,222,122,230,120,48,89,79,,,2.18,0.15909,0.32386,0.23011,0.0625,0.37216,0.50852,0.19034,0.22727,0.46023,0.69034,,0.46023,0.14489,0.50568,0.07955,0.14205
59509,LIFEGUARD HOME HEALTH SOUTHBAY & PENINSULA,960 JACKLIN ROAD,MILPITAS,CA,95035,42,39,16.7,7.4,6.7,1.7,0.1,0.6,0.1,"122,050","216,549","135,719",1.7,,,83,11,28,23,16,17,,14,,0,,2.45,0.28205,0.4359,0.35897,0.07692,0.53846,0.53846,0.33333,0.23077,0.5641,0.66667,,0.5641,0.23077,0.46154,0.10256,0.17949
59510,AMERICAN HOSPICE AND HOME HEALTH CARE SERVICES INC,613 - 1ST STREET SUITE 206,BRENTWOOD,CA,94513,346,307,13.7,6.6,5.5,0.9,0.1,0.5,0.1,"820,244","1,316,879","976,329",0.1,24,"16,285",74,135,172,189,118,183,35,34,47,,,2.22,0.16287,0.21498,0.29316,0.11726,0.33876,0.57655,0.26384,0.30293,0.48534,0.69055,,0.4658,0.13029,0.62541,0.05863,0.14332
59511,ADVANTAGE HEALTH SYSTEMS,"151 KALMUS DRIVE, SUITE D-101",COSTA MESA,CA,92626,321,237,18.8,11.4,4.6,1.3,0.2,1.1,0.3,"1,300,561","1,061,014","926,054",1.8,25,"11,481",78,112,125,53,184,49,0,167,15,,,2.7,0.21941,0.45148,0.38397,0.09283,0.37975,0.61181,0.33755,0.2616,0.56962,,,0.63291,0.27004,0.55696,0.10127,0.20253
59513,"COMFORT HOME HEALTH CARE, LLC","1650 ZANKER ROAD, SUITE 244",SAN JOSE,CA,95112,170,48,17,15.9,0.7,0.4,0,0,0,"372,257","524,503","328,895",0.8,0,,70,21,27,13,35,30,,,,0,,1.37,0.08333,0.375,0.20833,0.02083,0.16667,0.22917,0.22917,0.52083,0.25,0.41667,,0.5625,0.10417,0.3125,0.47917,0.0625
59514,CALIFORNIA HOME HEALTH,"905 SOUTH LAKE ST, SUITE 201",BURBANK,CA,91502,359,233,19.1,13.5,5.2,0.1,0,0.2,0.1,"920,845","1,527,608","1,177,609",8.3,,,73,94,139,16,217,123,46,13,32,0,19,1.88,0.08155,0.32618,0.37339,0.07296,0.41202,0.43348,0.37339,0.67382,0.60515,,,,0.24893,,0.1073,0.04292
59515,"WEST COAST HOME HEALTH MANAGEMENT, INC","13746 VICTORY BLVD, STE 311",VAN NUYS,CA,91401,648,230,16.3,12.3,3.7,0,0,0.2,0,"1,466,764","2,334,330","1,875,103",4.3,,,75,104,126,11,219,188,0,,,0,26,1.84,0.1087,0.50435,0.53043,0.1087,,0.58261,0.4,0.63478,0.73043,,,,0.59565,,0.03043,0.08261
59516,"HEALTHY LIVING AT HOME- FRESNO, LLC","1318 E SHAW AVE, STE 100",FRESNO,CA,93710,"1,947","1,532",15.6,6.4,5.6,2.5,0.3,0.4,0.4,"7,548,616","6,473,955","6,276,661",0.1,259,"121,599",79,604,928,924,608,"1,028",34,54,390,11,15,2.35,0.17298,0.41906,0.33747,0.12402,0.43603,0.56332,0.28264,0.39752,0.49804,0.64099,,0.53329,0.18016,0.55809,0.05222,0.13969
59517,HARMONY HOME HEALTH,"960 SARATOGA AVENUE, SUITE 115",SAN JOSE,CA,95129,"1,071",871,16.2,6.7,6.2,2.3,0.1,0.5,0.3,"4,273,774","5,301,323","3,387,713",0.1,144,"91,177",81,326,545,268,603,233,73,475,71,,,2.24,0.21584,0.36969,0.34558,0.10677,0.39495,0.61424,0.30654,0.26406,0.45924,0.65557,,0.46154,0.19747,0.50976,0.04133,0.13433
59518,"MARIE STAR HOME HEALTH SERVICES, LLC",1849 WILLOW PASS RD,CONCORD,CA,94520,57,40,15.3,8.8,3.6,0.2,0,2,0.8,"180,114","218,717","139,427",0.6,,,74,16,24,,,,13,,15,0,,2.39,0.075,0.4,0.15,0.075,0.35,0.475,0.15,0.275,0.5,0.4,,0.35,0.025,0.475,0.125,0.15
59519,"GERIACARE HOME HEALTH, INC","720 SUNRISE AVENUE, SUITE 202C",ROSEVILLE,CA,95661,101,78,14,8,4.1,0.8,0,0.7,0.3,"330,547","373,846","254,412",0.3,,,76,36,42,47,31,56,,,,,,2.24,0.19231,0.4359,0.38462,0.11538,0.39744,0.52564,0.37179,0.39744,0.51282,0.65385,,0.47436,0.16667,0.53846,0.07692,0.17949
59520,"DYNAMIC HOME HEALTH CARE, INC",2420 WEST CARSON STREET SUITE 200,TORRANCE,CA,90501,449,264,14.3,11.6,2.3,0,0,0.4,0,"953,084","1,258,080","1,052,910",4.6,15,"5,891",75,120,144,43,221,28,104,,119,0,,2.01,0.08712,0.27652,0.39394,0.05303,0.39394,0.52652,0.38636,0.40152,0.59091,0.63258,,0.73485,0.16288,,0.10606,0.05682
59522,"UNIVERSAL PREVENTIVE HOME HEALTH CARE, INC",2139 TAPO ST,SIMI VALLEY,CA,93063,216,100,21.1,14.4,5.6,0,0,1.1,0,"597,862","838,765","650,035",7.7,,,76,33,67,,,79,0,,,0,,1.85,0.07,0.36,0.35,0.07,0.4,0.48,0.29,0.6,0.73,,,0.67,0.28,,0.03,0.03
59523,CERTIFIED HOME HEALTH CARE INC,585 E LOS ANGELES AVE STE H,SIMI VALLEY,CA,93065,271,114,21.1,17.1,3.7,0,0,0.3,0,"816,975","952,464","758,247",7,,,77,44,70,,,67,0,,30,0,,1.87,0.01754,0.42982,0.32456,0.02632,0.25439,0.46491,0.30702,0.51754,0.65789,,,0.73684,0.28947,,0.03509,0.07895
59524,"GUARDIAN HOME HEALTH CARE & HOSPICE, INC","39055 HASTINGS STREET, SUITE 202B",FREMONT,CA,94538,251,240,10.2,4,4.5,0.9,0.2,0.2,0.3,"433,005","969,484","646,638",0,28,"21,678",75,87,153,129,111,114,49,32,33,,,2.36,0.2125,0.30833,0.30833,0.14167,0.42083,0.61667,0.2375,0.325,0.47917,0.65,,0.46667,0.15417,0.475,0.09167,0.20833
59525,TENDER HOME HEALTH,"10117 SEPULVEDA BLVD., STE. 205A",MISSION HILLS,CA,91345,150,132,8.6,7.6,0.9,0,0,0.1,0,"191,811","372,468","313,600",0.9,63,"28,688",70,60,72,70,62,62,18,11,38,,,2.35,0.12879,0.15909,0.37121,0.15909,0.30303,0.53788,0.33333,0.34091,0.46212,0.56061,,0.46212,0.13636,0.43182,0.06061,0.07576
59527,HEELAS HEALTH CARE SERVICES INC,"2777 ALVARADO STREET, SUITE G",SAN LEANDRO,CA,94577,95,46,22,10.8,5.2,1.9,0,4,0.1,"425,783","425,032","272,546",0.1,0,,76,18,28,18,28,,33,,,,0,3.46,0.19565,0.34783,0.36957,0.04348,0.56522,0.67391,0.32609,,0.54348,0.56522,,0.47826,0.06522,0.45652,0.1087,0.19565
59528,ALLIED HOME HEALTH CORP,9602 LAS TUNAS #207,TEMPLE CITY,CA,91780,19,17,10.3,3.5,3.6,3.3,0,0,0,"28,410","71,105","60,926",0,0,,79,,,0,17,0,0,,,0,,1.36,0,0.29412,0.23529,0,0.35294,0.47059,0.23529,0.29412,0.64706,,,,0.41176,,0,0
59529,GUARDIAN ANGEL HOME HEALTH INC,"717 S. VICTORY BLVD., STE A",BURBANK,CA,91502,320,170,17.6,12.5,4.8,0,0,0.2,0,"799,973","1,257,227","989,875",6.2,,,75,77,93,,,104,,39,,0,24,1.44,0.08235,0.42353,0.34706,0.06471,0.37059,0.36471,0.34118,0.62353,0.60588,,,,0.3,,0.06471,0.05294
59530,"AMENITY HEALTH SERVICES, INC","12722 RIVERSIDE DR, STE 209",VALLEY VILLAGE,CA,91607,400,209,18.6,12.5,5.5,0,0,0.7,0,"1,050,224","1,527,707","1,185,591",7.5,,,78,79,130,24,185,143,,41,,0,20,1.73,0.09091,0.52153,0.27751,0.10526,0.32536,0.33971,0.25359,0.7177,0.54545,,,0.63636,0.26794,,0.09091,0.05742
59532,ADVANCED NURSES PLUS HOME HEALTH,"5122 KATELLA AVE, SUITE 201",LOS ALAMITOS,CA,90720,23,16,13.9,9.7,3.5,0,0.6,0,0,"48,040","67,068","57,465",0,,,84,,,,,12,0,0,,0,,2.16,0.25,0.25,0.4375,0.25,0.5625,0.625,0.4375,0.1875,0.4375,0.6875,,,0.125,0.375,0,0.1875
59533,"ADULT CARE HOME HEALTH AGENCY, INC.",1007 S CENTRAL AVENUE SUITE 103,GLENDALE,CA,91204,339,144,18.8,13.3,5,0,0,0.5,0.1,"854,465","1,336,706","1,025,016",8.6,0,,77,50,94,14,130,115,,,11,0,12,1.6,0.125,0.42361,0.38194,0.10417,0.34722,0.4375,0.32639,0.67361,0.63194,,,,0.33333,,0.05556,0.05556
59534,"SOCAL HEALTH SERVICES, INC.","2829 N GLENOAKS BLVD, STE 202",BURBANK,CA,91504,"1,025",379,19.3,12.4,5,0.6,0,1.4,0,"2,769,341","4,138,852","3,278,680",5.6,,,77,133,246,16,363,302,,31,12,,30,1.93,0.09499,0.4591,0.40633,0.06332,0.48021,0.4248,0.3905,0.56992,0.63852,,,,0.27441,,0.06332,0.06596
59535,"DELTA HOME HEALTH, INC","9948 HIBERT STREET, SUITE 105",SAN DIEGO,CA,92131,317,133,12.6,8.9,2.8,0.3,0,0.4,0.1,"577,655","834,888","730,269",0,14,"5,721",79,47,86,66,67,76,,20,23,,,2.53,0.19549,0.41353,0.39098,0.12782,0.48872,0.6015,0.36842,0.4812,0.49624,0.72932,,0.56391,0.18045,0.67669,0.1203,0.13534
59536,"HEALTHY LIVING AT HOME, INC","1320 WILLOW PASS ROAD, SUITE 715",CONCORD,CA,94520,"2,117","1,532",16.3,7.7,5.3,2,0.6,0.4,0.4,"8,908,165","10,028,635","6,498,782",1,237,"161,314",79,636,896,"1,134",398,"1,076",200,88,125,,,2.07,0.20496,0.38903,0.30352,0.12337,0.36227,0.53525,0.25326,0.3812,0.39099,0.6077,,0.44256,0.16253,0.46736,0.05483,0.18342
59537,"COMFORT ASSISTING, INC","112 LA CASA VIA, SUITE 160",WALNUT CREEK,CA,94598,82,53,22.5,13.9,5.8,1.6,0.1,1.2,0,"459,319","392,901","248,281",3.5,,,80,16,37,,,40,,,,0,,1.74,0.16981,0.37736,0.32075,0.16981,0.32075,0.4717,0.24528,0.33962,0.30189,0.5283,,0.39623,0.24528,0.56604,0.01887,0.09434
